model_key,prompt_id,variant_type,seed,language,language_name,phash_distance_to_en,ssim_to_en,structural_drift_to_en,hist_l1_to_en
dreamshaper8,S09_negation_rephrase,negation_rephrase,2026051802,fr,French,0.4375,0.4195380851830385,0.5804619148169615,1.603973388671875
dreamshaper8,S10_base,base,2026051801,en,English,0.0,1.0,0.0,0.0
dreamshaper8,S10_base,base,2026051801,zh,Chinese,0.53125,-0.009015772810369763,1.0090157728103697,1.99993896484375
dreamshaper8,S10_base,base,2026051801,hi,Hindi,0.40625,0.051714495497477565,0.9482855045025225,1.707305908203125
dreamshaper8,S10_base,base,2026051801,es,Spanish,0.375,0.37490903821635085,0.6250909617836491,1.291229248046875
dreamshaper8,S10_base,base,2026051801,fr,French,0.28125,0.6382203054356774,0.3617796945643226,0.7410888671875
dreamshaper8,S10_base,base,2026051802,en,English,0.0,1.0,0.0,0.0
dreamshaper8,S10_base,base,2026051802,zh,Chinese,0.5,0.05257436132469622,0.9474256386753038,1.766021728515625
dreamshaper8,S10_base,base,2026051802,hi,Hindi,0.375,0.27142855193648535,0.7285714480635146,1.4356689453125
dreamshaper8,S10_base,base,2026051802,es,Spanish,0.34375,0.2302562043641876,0.7697437956358124,0.97119140625
dreamshaper8,S10_base,base,2026051802,fr,French,0.28125,0.5560371301225281,0.4439628698774719,0.983734130859375
